NAME,PRIORNAME1,FED_RSS_ID,UNINUM,WEBADDR,ZIP,CHARTER_NUMBER
Beauregard Federal Savings Bank,Beauregard FSB,123374,43173,www.beauregardfederal.com,70634,
First National Bank Colorado,The First National Bank of Las Animas,513256,1930,www.firstnationalbankcolorado.com,81054,
The Bank of Bennington,Bennington Co-operative Savings and Loan Association Incorporated,133579,43184,www.thebankofbennington.com,05201,
Streator Home Savings Bank,Streator Home Building and Loan Association,142179,43191,www.streatorhome.com,61364,
First Savings and Loan Association,,141677,43192,www.firstsandl.net,27302,
1st Bank of Sea Isle City,First Savings and Loan Association of Sea Isle City New Jersey,148470,43201,www.1stbankseaisle.com,08243,
FirstBank Puerto Rico,FirstBank of Puerto Rico,510871,43221,www.1firstbank.com,00909,
Gunnison Savings and Loan Association,,388874,43222,www.gunnisonsl.com,81230,
Carver Federal Savings Bank,Carver Federal Savings and Loan Association,268677,43228,http://www.Carverbank.com,10027,
Tecumseh Federal Bank,Tecumseh Building and Loan Association,389376,43229,www.tecfedbank.com,68450,
Geddes Federal Savings and Loan Association,,451273,43231,www.geddesfederal.com,13219,
Clinton Bank,,782548,243,WWW.CLINTONBANKKY.COM,42031,
Penn Community Bank,First Savings Bank of Perkasie,328777,43235,www.penncommunitybank.com,18902,
Franklin Bank,"The Franklin Savings Bank, S.L.A.",574079,43236,www.franklinbnk.com,08098,
First Federal Bank of Wisconsin,First Federal Savings Bank of Wisconsin,331076,43256,www.ffbwi.com,53186,
Century Savings Bank,Bridgeton Building and Loan Association,392778,43262,www.centurysb.com,08360,
Massena Savings and Loan,Massena Savings and Loan Association,454975,43263,www.massenasavingsloan.com,13662,
SSB Bank,Slovak Savings Bank,277277,43265,www.ssbpgh.com,15237,
"Morganton Savings Bank, S.S.B.",Morganton Federal Savings and Loan Association,332671,43268,www.morgantonsavings.com,28655,
First Federal Bank of Louisiana,First Federal Savings and Loan Association,517674,43275,www.ffbla.bank,70601,
Rayne Building and Loan Association,,518176,43281,www.raynebuildingloan.com,70578,
Manasquan Bank,Manasquan Savings Bank,459671,43304,www.manasquanbank.com,08736,
Crossbridge Community Bank,Tomahawk Community Bank S.S.B.,465672,43350,www.Crossbridge.bank,54487,
Lake Shore Bank,Lake Shore Savings Bank,301574,43364,www.mylsbank.com,14048,
Marquette Savings Bank,Marquette Savings Association,304173,43378,www.marquettesavings.com,16501,
Westmoreland Federal Savings and Loan Association,,188177,43385,www.wfsavings.com,15650,
Mayville Savings Bank,Mayville Savings and Loan Association,411576,43419,http://www.mayvillesavings.com,53050,
F&M Bank and Trust Company,Marion County Mutualloan and Buildinga,413673,43429,www.bankfm.com,63401,
Bank of Zachary,,860334,245,www.bankofzachary.com,70791,
"Abbeville First Bank, SSB","Abbeville Savings and Loan, SSB",416272,43453,www.abbevillefirst.com,29620,
First Pioneer National Bank,The First National Bank of Wray,357553,1950,www.fpnb.bank,80758,
Greenville Savings Bank,Greenville Savings and Loan Association,357777,43471,www.greenvillesavings.com,16125,
North County Savings Bank,North County Savings Association,482370,43490,www.ncsbank.com,62278,
First Financial Bank,"First Financial Bank, National Association",470050,1952,www.ffin.com/,79601,
"Clear Fork Bank, National Association",The First National Bank of Albany,340751,1953,www.clearfork.bank,76430,
First Shore Federal Savings and Loan Association,,59370,43514,www.firstshorefederal.com,21801,
Peoples First Savings Bank,The People's Building Loan and Savings Company,363778,43522,www.peoplesfirstohio.com,45040,
"BankPacific, Ltd",Guam Savings and Loan Association,364270,43526,www.bankpacific.com,96910,
Landmark Bank,Clinton Bank & Trust Company,535034,246,landmarkbankla.com,70722,
Magyar Bank,Magyar Savings Bank,548771,43538,www.magbank.com,08901,
Equitable Savings and Loan Association,,206473,43541,www.equitable-savings.com,80751,
Universal Bank,Universal Bank F.S.B.,208570,43556,https://www.universalbank.com,91792,
The First National Bank of Anderson,,362155,1957,http://www.fnbanderson.com,77830,
"Pathward, National Association",MetaBank,435077,43610,http://www.pathward.com,57108,
The First National Bank of Anson,,366359,1959,https://www.fnbanson.com,79501,
Glacier Bank,Glacier Bank F.S.B.,2634191,43622,www.glacierbank.com,59901,
The First National Bank of Aspermont,,138257,1960,http://www.fnbaspermont.com,79502,
First Federal Savings and Loan Association,,90177,43646,www.firstwithus.com,39567,
Community Partners Savings Bank,Marion County Savings and Loan Association,441078,43653,www.communitypartnerssb.com,62881,
The First National Bank of Ballinger,,160454,1967,www.fnbballinger.com,76821,
Bar Harbor Savings and Loan Association,,106676,43712,www.bhsla.com,04609,
"Provident Savings Bank, F.S.B.",Provident Savings Bank,631570,43713,www.myprovident.com,92506,
The Peoples Savings and Loan Company,Peoples Savings and Loan Company,943273,43723,www.peoplessavingsonline.com,43357,
"Fidelity Bank, National Association",Fidelity Savings Association of Kansas,762474,43729,www.fidelitybank.com,67202,
The First National Bank of Bastrop,,18050,1970,www.fnbbastrop.bank,78602,
Mid-Central National Bank,Mid-Central Federal Savings Bank,773171,43777,www.midcentralbank.com,56482,
"El Dorado Savings Bank, F.S.B.",El Dorado Savings Bank,961576,43787,http://www.eldoradosavingsbank.com,95667,
First FSB of Mascoutah,"First Federal Savings Bank of Mascoutah, Illinois",966272,43803,www.firstfederalmascoutah.com,62258,
Gouverneur Savings and Loan Association,,905673,43810,www.gouverneurbank.com,13642,
Cendera Bank,The First National Bank of Bells/Savoy,89957,1976,http://cenderabank.com,75414,
Spratt Savings Bank,Spratt Savings and Loan Association,746979,43821,www.sprattsavingsbank.com,29706,
Cenlar FSB,Centennial Savings and Loan Association,934271,43830,www.cenlar.com,08618,
HomeTown  Bank,Redwood Falls Federal Savings and Loan Association,788773,43862,www.myht.bank,55315,
The State National Bank of Big Spring,,169354,1980,www.statenational.bank,79720,
Interstate Bank,"Interstate Bank, ssb",791072,43877,www.isbtexas.bank,79070,
First Federal Bank,First Federal Savings Bank,943974,43911,www.firstfederalbanknc.com,28334,
"Legend Bank, N.A.",The First National Bank of Bowie,100357,1983,www.legend-bank.com,76230,
Jarrettsville Federal Savings and Loan Association,,613978,43917,www.jarrettsvillefederal.com,21084,
"Pickens Savings and Loan Association, FA",Pickens Savings and Loan Association,884376,43923,www.pickens.bank,29671,
The Brady National Bank,,101952,1984,www.bradynational.bank,76825,
Blue Grass Federal Savings and Loan Association,,617079,43924,bluegrassfederal.bank,40361,
The Commercial National Bank of Brady,,42354,1985,http://cnbbrady.com,76825,
Security Federal Bank,Security Federal Savings Bank of South Carolina,763677,43934,www.securityfederalbank.com,29801,
Cecil Bank,Cecil Federal Savings Bank,813572,43955,http://www.cecilbank.com,21921,
"First Federal Bank, A FSB",First Federal Savings and Loan Association of the Wiregrass,814074,43961,www.1stfed.com,35406,
The Brenham National Bank,The Farmers National Bank in Brenham,227357,1987,www.bnbank.bank,77833,
Security Federal Savings Bank of McMinnville,Security Federal Savings and Loan Association,631178,43980,www.secfed.net,37110,
First Southern Bank,First Federal Bank for Savings,954671,43992,www.fsb-ms.com,39429,
Citizens Savings Bank,Citizens Savings Association,828473,44018,citizens-savings.com,18411,
Ponce Bank,Ponce De Leon Federal Savings and Loan Association,897170,44023,www.poncebank.com,10462,
First Federal Savings and Loan Association,,831875,44031,www.firstfederalhazard.com,41701,
"Greeneville Federal Bank, FSB",Greeneville Federal Savings and Loan Association,645577,44032,www.greenevillefederalbank.com,37743,
First Bank,First National Bank in Burkburnett,239659,1995,www.firstbankweb.com,76354,
LifeStore Bank,Ashe Federal Bank,715872,44051,www.golifestore.com,28694,
First Harrison Bank,"First Federal Bank, a Federal Savings Bank",716374,44057,www.firstharrison.com,47112,
Highland Federal Savings and Loan Association,,652070,44066,www.highlandfederal.com,38555,
Hearthside Bank Corporation,Home Federal Bank Corporation,902672,44070,www.hearthsidebank.com,40965,
"Classic Bank, National Association",First National Bank in Cameron,182951,2000,www.classic.bank,76520,
"Jackson Savings Bank, SSB",Jackson County Savings and Loan Association,360777,44100,www.jacksonsavingsbank.com,28779,
Homewood Federal Savings Bank,Homewood-Clinton Savings and Loan Association Incorporated,359472,44101,www.homewoodfsb.com,21224,
Citizens National Bank,Citizens National Bank of Milam County,59352,2001,www.cnbanktexas.com,76520,
Community Bank,Lexington First Federal Savings Bank,361279,44106,www.community-bank.net,38351,
First Federal Bank,First Federal Bank of Florida,384278,44147,www.ffbf.com,32055,
West Plains Savings and Loan Association,,966973,44163,www.westplainssavingsandloan.com,65775,
The First Bank of Celeste,The First National Bank of Celeste,871956,2005,www.fbceleste.com,75423,
"Hertford Savings Bank, SSB",Hertford Savings and Loan Association,971379,44179,www.hertfordsavingsbank.com,27944,
"Colonial Savings, F.A.",Colonial Savings and Loan Association,339072,44195,www.gocolonial.com,76102,
"Axiom Bank, National Association","Washington Shores Savings Bank, FSB",408875,44224,www.axiombanking.com,32751,
The Mer Rouge State Bank,,741956,252,www.merrougebank.com,71261,
Citizens Bank,The First National Bank of Claude,885252,2010,www.gocitizensbank.com,79110,
First Federal Savings and Loan Association of San Rafael,,229070,44240,www.ffsavings.com,94901,
First Federal Savings and Loan Association,,411174,44243,www.firstfederalmorehead.com,40351,
"1st Federal Savings Bank of SC, Inc.","First Federal of South Carolina, FSB",535575,44244,www.1stfederalofsc.com,29488,
The City National Bank of Colorado City,The City National Bank of Colorado,799854,2014,www.txcnb.bank,79512,
Harleysville Bank,Harleysville Savings Association,139478,44295,www.harleysvillebank.com,19438,
Oriental Bank,Oriental Bank and Trust,245276,44303,http://www.orientalbank.com,00918,
First Fidelity Bank,First Federal Bank,420877,44313,https://www.bankffb.com,35967,
Equitable Bank,"The Equitable Bldg. and Loan Assoc. of Grand Island, Nebraska, A FSB",81175,44319,http://www.equitableonline.com,68801,
Progressive Ozark Bank,"Progressive Ozark Bank, Federal Savings Bank",143372,44322,www.progressiveozarkbank.com,65560,
The First National Bank in Cooper,,767152,2019,www.fnbcooper.com,75432,
First Federal Savings Bank,First Federal Savings and Loan Association of Fulton Co,257578,44350,www.firstfederalbanking.com,46975,
The Wilmington Savings Bank,Wilmington Savings Association,87476,44373,www.wilmingtonsavings.com,45177,
Central Bank,First Federal Savings and Loan Association of Hardin County,265676,44379,http://www.CENTRALBANKTN.COM,38372,
Citizens National Bank of Crosbyton,,901451,2025,www.cnbcrosbyton.com,79322,
Texas Heritage National Bank,The National Bank of Daingerfield,824653,2027,www.thnb.bank,75638,
East West Bank,East-West Bank,197478,44462,https://www.eastwestbank.com,91101,
Volunteer Federal Savings Bank,Volunteer Federal Savings and Loan Association of Madisonville,170275,44528,www.volfed.com,37354,
Farmers and Merchants Bank,Farmers & Merchants Bank,555256,2035,www.fmbank-tx.com,76444,
RiverBank,Corning Savings and Loan Association,29476,44545,eriverbank.com,72455,
"Home Savings Bank, FSB",Home Building Association,33370,44557,www.homesavingsbanknky.com,41016,
Greater State Bank,Greater South Texas Savings Association,518877,44596,greaterstate.bank,78501,
Home Federal Savings and Loan Association,,582878,44608,www.homefedbamberg.com,29003,
Bank of Houston,"Freedom Bank, National Association",583754,2041,https://www.bohbank.com,77027,
The First National Bank of Eagle Lake,,651952,2042,www.fnbeaglelake.bank,77434,
MapleMark Bank,The First National Bank of Edgewood,594451,2044,MapleMarkBank.com,74136,
"Interamerican Bank, A FSB",,221775,44657,www.interamericanbank.com,33165,
NewFirst National Bank,The First National Bank of El Campo,938859,2045,WWW.NEWFIRST.COM,77437,
"Lone Oak Bank, National Association",The First National Bank of Eldorado,665258,2046,www.loneoakbank.com,76936,
Financial Federal Bank,Financial Federal Savings Bank,590976,44674,www.finfedmem.com,38120,
"Grand Bank for Savings, FSB",First Savings and Loan Association of Leakesville,68671,44698,www.grand.bank,39402,
The First National Bank of Evant,,379153,2052,www.fnbevant.com,76525,
CBL State Savings Bank,"Citizens Building and Loan, SSB",851172,44734,www.cblbanklocal.com,29651,
"Cypress Bank, SSB","Cypress Bank, FSB",729178,44739,www.cypressbanktx.com,75686,
First Sentinel Bank,Sentinel Savings Bank,920975,44762,http://www.firstsentinelbank.com,24641,
The Falls City National Bank,,441050,2054,http://www.fcnb.net,78113,
"Fayette Savings Bank, SSB",Fayette Savings Association,675079,44770,www.fayettesavings.com,78945,
TrustCo Bank,Landmark Community Bank,677176,44779,www.trustcobank.com,12302,
First Texas National Bank,The First National Bank of Floydada,393252,2057,www.firsttexasnb.com,79235,
First Western Federal Savings Bank,First Western Federal Savings and Loan Association,715470,44806,www.fwfsb.com,57701,
Slovenian Savings and Loan Association of Franklin-Conemaugh,,568377,44828,sloveniansavings.com,15909,
Madison County Bank,The Madison County Building and Loan Association,385471,44833,www.madisoncountybank.com,68748,
"Angelina Savings Bank, SSB",Angelina Savings and Loan Association,660879,44852,www.angelinabank.com,75901,
United Bank,United Federal Savings Bank,539377,44859,www.united-bk.com,72764,
"Texas Gulf Bank, National Association",The Freeport National Bank,514655,2065,www.texasgulfbank.com,77057,
"VIKING BANK, NATIONAL ASSOCIATION","Viking Savings Association, FA",484776,44916,www.viking.bank,56308,
Grand Savings Bank,Grand Federal Savings Bank,732178,44918,www.grandsavingsbank.com,74344,
The Moody National Bank,The City National Bank of Galveston,253356,2068,www.moodybank.com,77550,
"Shelby Savings Bank, SSB",Shelby County Savings Association,552974,44969,www.shelbysavingsbank.com,75935,
First National Bank of Giddings,The First National Bank of Giddings,324153,2073,www.fnbgiddings.com,78942,
The First National Bank of East Texas,The First National Bank of Gilmer,445955,2074,www.fnbetx.com,75644,
USAA Federal Savings Bank,,619877,45022,www.usaa.com,85085,
"Gilmer National Bank, Gilmer, Texas",The Farmers and Merchants National Bank of Gilmer,323651,2075,www.gnbgilmer.com,75644,
Summit State Bank,"Summit Savings, FSB",561574,45037,http://www.summitstatebank.com,95403,
"Liberty Savings Bank, F.S.B.",,839572,45076,www.libertysavingsbank.com,45177,
"Dollar Bank, Federal Savings Bank","Dollar Bank, FSB",961624,45079,www.dollar.bank,15222,
"Titan Bank, N.A.","First National Bank, Graford",328357,2080,www.titanbank.com,76067,
Abacus Federal Savings Bank,,762773,45091,www.abacusbank.com,10013,
Ciera Bank,First National Bank in Graham,327855,2081,http://www.cierabank.com,76450,
Eastern International Bank,Eastern Savings Bank,206772,45111,https://www.eibankca.com,90012,
The First National Bank of Granbury,,329952,2083,www.fnbgranbury.com,76048,
Malaga Bank F.S.B.,Malaga Savings and Loan Association,773470,45116,www.malagabank.com,90274,
Community Savings Bank,The Bethel Building and Loan Company,847979,45120,www.bankwith-csb.com,45106,
Woodsfield Savings Bank,Woodsfield Savings and Loan Company,97279,45126,www.woodsfieldsavings.com,43793,
Miami Savings Bank,Miami Savings and Loan Company,367178,45127,www.miamisavings.bank,45041,
Union Savings Bank,,911973,45130,www.unionsavings-bank.com,45249,
Grandview Bank,First State Bank,333856,2084,www.grandviewbank.com,76050,
New Foundation Savings Bank,New Foundation Loan and Building Company,918776,45140,www.newfoundationsavingsbank.com,45239,
Galion Building and Loan Bank,Galion Building and Loan Association,24378,45141,www.gblbank.com,44833,
The Granger National Bank,,272151,2085,www.grangernationalbank.com,76530,
"Taylorsville Savings Bank, SSB",Taylorsville Federal Savings and Loan Association,258379,45182,www.taylorsvillesavings.com,28681,
"Eastern Savings Bank, FSB",Eastern Savings Association,643078,45194,www.easternsavingsbank.com,21031,
"Presidential Bank, FSB",Presidential Savings Association,538473,45197,www.presidential.com,20814,
State National Bank,The State National Bank of Groom,460556,2088,www.snb.bank,79039,
Citizens Bank,,514132,260,www.citizensbk.com,39429,
"United Midwest Savings Bank, National Association",Midwest Savings Bank,809276,45275,www.umwsb.com,43318,
Homeland Federal Savings Bank,,251978,45293,www.homelandbank.com,71418,
The First National Bank of Hebbronville,,173959,2096,www.fnbhebb.com,78361,
"VeraBank, National Association",Citizens National Bank,56351,2098,www.verabank.com,75652,
"American Savings Bank, FSB",,54973,45360,www.asbhawaii.com,96817,
BayVanguard Bank,Light Street Federal Savings and Loan Association,242976,45361,www.bayvanguard.com,21219,
South Georgia Bank,South Georgia Federal Savings Bank,995571,45366,www.southgabank.com,30427,
"Flagstar Bank, National Association","First Security Savings Bank, FSB",694904,45375,www.flagstar.com,11801,
The Citizens National Bank of Hillsboro,,184656,2103,www.cnbhillsboro.com,76645,
"LendingClub Bank, National Association",First Trade Union Bank,264772,45385,www.lendingclub.com,84043,
"Horizon Bank, SSB",The First National Bank of Holland,703552,2104,www.horizon.bank,78701,
Monet Bank,"Beal Bank, s.s.b.",1176881,45408,www.bealbank.com,75024,
"NATIONAL COOPERATIVE BANK, N.A.",NCB Savings Association,99376,45446,www.ncb.coop,45133,
First Savings Bank,"First Savings Bank, FSB",67656,45463,firstsavingsbanks.com,57004,
Northwest Bank,Northwest FSB,1387605,45481,www.nw.bank,51301,
The First National Bank of Hughes Springs,,849357,2110,WWW.FNBHS.COM,75656,
First National Bank of Huntsville,,583352,2111,www.fnbhuntsvilletx.bank,77340,
Merchants and Planters Bank,,579636,263,http://www.mpbank.net,39154,
Helm Bank USA,Helm Bank,1414819,45581,www.helmbankusa.com,33131,
The Jacksboro National Bank,,924058,2116,http://www.mybanktexas.com,76458,
"Austin Bank, Texas National Association",The First National Bank of Jacksonville,548351,2117,www.austinbank.com,75766,
Eastern Bank,,128904,45683,www.easternbank.com,02110,
Bank of Marin,,1436204,45689,www.bankofmarin.com,94947,
The Karnes County National Bank of Karnes City,,979759,2118,www.kcnb.com,78118,
First National Bank Texas,First National Bank,613950,2124,www.1stnb.com,76541,
"Kleberg  Bank, N.A.",The First National Bank of Kingsville,556459,2125,WWW.KLEBERGBANK.COM,78363,
National Bank & Trust,The First National Bank of La Grange,792659,2128,www.nbt-texas.com,78945,
Tustin Community Bank,Tustin Thrift and Loan Association,1418255,45821,www.tustin.bank,92780,
Whitaker Bank,"Whitaker Bank, National Association",1445943,45826,www.whitakerbank.com,40509,
The Lamesa National Bank,,623052,2130,www.lamesanb.com,79331,
First Texas Bank,The First National Bank of Lampasas,875758,2131,https://www.firsttexasbank.bank,76550,
WestStar Bank,Bank of the West,1447639,46117,WWW.WESTSTARBANK.COM,79901,
Bank47,Community Bank and Trust - Alabama,1474309,46146,www.bank-47.com,35801,
Gulf Coast Bank and Trust Company,,1458608,46153,www.gulfbank.com,70130,
"Morgan Stanley Bank, National Association",Mountainwest Financial,1456501,46173,,84111,
FCB Banks,First Collinsville Bank,1459717,46186,www.fcbbanks.com,62234,
County Bank,,1459735,46190,http://WWW.COUNTYBANKDEL.COM,19971,
First Liberty Bank,The First Liberty National Bank,629353,2137,flb.bank,77575,
First Peoples Bank,,1459799,46191,www.firstpeoplesbank.com,31822,
Asian Pacific National Bank,Asian Pacific Thrift and Loan Company,1462986,46196,www.asianpacificbank.com,91776,
"Texana Bank, National Association",The First National Bank of Linden,809650,2138,www.texanabank.com,75563,
Surety Bank,The Surety Building and Loan Association,374774,46234,www.mysuretybank.com,32720,
The First National Bank of Lipan,,811457,2139,,76462,
The First National Bank of Livingston,,630658,2141,www.fnblivingston.com,77351,
"Gateway Bank, F.S.B.","Gateway Bank, FSB",1493319,46337,www.gatewayfsb.com,94607,
Colorado Federal Savings Bank,,1718469,46345,www.coloradofederalbank.com,80111,
"Heritage Bank, Inc.",,1469677,46353,www.ourheritage.bank,41005,
Goldman Sachs Bank USA,The Goldman Sachs Trust Company,2182786,46359,www.marcus.com,10282,
First Farmers & Merchants National Bank,,1470150,46366,www.ffmbank.com,56031,
Woodlands Bank,,1479470,46371,www.woodlandsbank.com,17701,
Sound Banking Company,,1494482,46420,www.soundbankingco.com,98499,
Shinhan Bank America,CHB America Bank,1494914,46425,www.shbamerica.com,10016,
"Big Bend Banks, N.A.",The Marfa National Bank,362856,2148,www.marfanb.com,79843,
Premier Bank Minnesota,Premier Bank Metro South,1481745,46444,www.premierbanks.com,55033,
Northrim Bank,NORTHRIM BANK,1718188,46457,https://www.northrim.com,99503,
First National Bank of Central Texas,The First National Bank of Mart,369659,2151,www.fnbct.com,76710,
Mason Bank,The Mason National Bank,368054,2153,www.masonbank.com,76856,
The First National Bank of McGregor,,895055,2154,www.tfnbtx.com,76657,
CIBC Bank USA,The PrivateBank and Trust Company,1842065,46854,us.cibc.com,60603,
First Bank and Trust of Memphis,The First National Bank of Memphis,373553,2157,www.firstmemphis.com,79245,
Menard  Bank,The Menard National Bank,375650,2158,www.menardbank.com,76859,
Texas National Bank,Mercedes National Bank,497954,2159,http://texasnational.com,78570,
Enterprise Bank,Enterprise Bank National Association,1836701,47018,https://www.ENTERPRISE.BANK,68154,
The First National Bank of Mertzon,,500256,2161,www.fnbmertzon.com,76941,
Ledyard National Bank,,1863097,47078,www.ledyard.bank,05055,
"Incommons Bank, N.A.",First National Bank of Mexia,414858,2163,WWW.INCOMMONSBANK.COM,76667,
Citizens First Bank,First Bank of the Villages,1867983,47125,www.citizensfb.com,32162,
Arbor Bank,Otoe County Bank & Trust Company,1872941,47135,http://www.arborbanking.com,68410,
Oak Valley Community Bank,,1864197,47142,www.ovcb.com,95361,
Today's Bank,First State Bank of Northwest Arkansas,1879016,47176,www.todaysbank.com,72740,
Crescent Bank,Crescent Bank & Trust,1885932,47216,www.cbtno.com,70002,
"Charles Schwab Premier Bank, SSB",Nordstrom fsb,1893049,47221,,76262,
Unity Bank,First Community Bank,1890525,47251,www.unitybank.com,08809,
First National Bank of Coffee County,,1892154,47254,www.fnbcc.com,31533,
The First National Bank of Moody,,108269,2171,WWW.FNBTX.BANK,76557,
Preferred Bank,,1918344,47419,www.preferredbank.com,90017,
Boone Bank & Trust Co.,Boone Bank & Trust Company,745347,47432,www.boonebankiowa.com,50036,
"SouthState Bank, National Association",First National Bank of Polk County,1929247,47437,www.southstatebank.com,33880,
"Desjardins Bank, National Association",Desjardins Federal Savings Bank,1940747,47448,www.Desjardinsbank.com,33009,
United Bank of Philadelphia,,1945247,47451,http://www.ubphila.com,19122,
Lee Bank,,790703,47726,WWW.LEEBANK.COM,01238,
The Bank of East Asia Ltd.,,1751420,47727,,10022,
Bank of India,,727709,47731,,10017,
Bank of China,,125707,47736,,11355,
Bank of China,,908508,47737,,10018,
Metropolitan Bank and Trust Company,,449515,47740,,10022,
"Mizrahi Tefahot Bank, Ltd.","United Mizrahi Bank, Ltd.",887461,47745,,90071,
State Bank of India,,217237,47748,,60603,
Normangee State Bank,The First National Bank of Normangee,958763,2186,www.normangeestatebank.com,77871,
Bank of Baroda,,909000,47765,,10016,
State Bank of India,,95716,47766,,10022,
Bank Hapoalim B.M.,,790105,47770,,10036,
International Bank of Chicago,,2006024,47819,www.inbk.com,60640,
Citizens Community Bank,,2002222,47930,www.ccbank.net,37398,
Citizens Community Bank,,2007991,47963,http://www.citizenscommunitybank.com,62258,
Starion Bank,First Southwest Bank - Bismarck,2009605,47968,WWW.STARIONBANK.COM,58501,
Ozona Bank,The Ozona National Bank,780263,2193,http://www.ozona.bank,76943,
Village Bank,,2010722,47971,www.villagebankonline.bank,55070,
"Stifel Trust Company, National Association","Legg Mason Trust,  FSB",2713920,48032,http://www.stifeltrust.com/,63102,
Tioga-Franklin Savings Bank,Tioga-Franklin Savings Association,885579,48082,www.tiogafranklin.com,19125,
"Wheaton Bank & Trust, National Association",Northview Bank & Trust,2044811,48083,www.wheatonbank.com,60187,
Community Bank of Elmhurst,,2044820,48088,www.communityelmhurst.com,60126,
American National Bank - Fox Cities,,2051127,48096,www.anbfc.bank,54911,
Priority Bank,"River Valley Savings Bank, FSB",2059990,48118,https://www.prioritybank.com,72703,
Capital Community Bank,"CAPITAL COMMUNITY BANK, INC.",2068107,48127,https://www.ccbank.com,84604,
FDS Bank,FDS National Bank,2107181,48138,,45040,
The Liberty National Bank in Paris,,1669,2200,www.lnbparis.com,75460,
"Hinsdale Bank & Trust Company, National Association",Hinsdale Bank & Trust Company,2119773,48157,www.hinsdalebank.com,60521,
The Bank of Milan,,2123930,48159,www.bankofmilan.net,38358,
Credit First National Association,,2122997,48163,,44142,
The National Bank of Indianapolis,,2132941,48168,www.nbofi.com,46204,
Quad City Bank and Trust Company,,2142155,48175,www.qcbt.com,52722,
FirstBank Southwest,"FirstBank Southwest, National Association",840363,2202,www.fbsw.com,79109,
The Perryton National Bank,,8462,2203,http://www.perrytonbank.com,79070,
Pointbank,The Pilot Point National Bank,844567,2204,https://www.pointbank.com,76258,
Raymond James Bank,"Raymond James Bank, FSB",2193616,54692,www.raymondjamesbank.com,33716,
Heritage Bank of Commerce,,2209553,54761,www.heritagebankofcommerce.bank,95110,
Frontier Bank,Midwest Federal Savings Bank,2218443,54778,www.frontierbank.com,57104,
Charlevoix State Bank,,2232757,54977,www.charlevoixstatebank.com,49720,
"Patriot Bank, National Association",Patriot National Bank,2236821,55097,www.bankpatriot.com,06905,
"Wintrust Bank, National Association",North Shore Community Bank & Trust Company,2239288,55104,www.wintrustbank.com,60604,
"TD Bank USA, National Association",Waterhouse National Bank,2121196,55116,www.td.com/us/en/personal-banking/,19808,
"Natbank, National Association","Natbank, F.S.B.",2233875,55333,www.natbank.com,33020,
First Capital Bank,First National Bank in Quanah,919568,2213,www.fcbqt.com,79252,
"The Peoples Bank, Biloxi, Mississippi",The Peoples Bank of Biloxi,870539,270,thepeoples.com,39530,
"Texas Republic Bank, National Association",The Security National Bank of Quanah,735067,2214,www.texasrepublicbank.com,75034,
The First National Bank of Quitaque,,644963,2215,www.fnbquitaque.com,79255,
EverTrust Bank,,2297998,55588,http://www.evertrustbank.com,91746,
"Village Bank and Trust, National Association",Northwest Community Bank,2298995,55589,www.bankatvillage.com,60004,
Texas National Bank,,1435092,55592,www.texasnational.bank,79556,
Community Bank,Community National Bank,2304636,55598,www.communitybanktopeka.com,66614,
TNBANK,,2305969,55601,www.tnbank.bank,37830,
Time Bank,Park Ridge Community Bank,2316714,56015,www.time.bank,60068,
First American State Bank,,2317672,56017,http://www.fasbank.com,80111,
First Community Bank,"First Community Bank, National Association",2328137,56126,www.firstcommunitysc.com,29072,
Vantage Bank Texas,The First National Bank of Refugio,26765,2218,www.vantage.bank,78216,
Bay Bank,,2329200,56131,www.baybankgb.com,54313,
Lusitania Savings Bank,"Lusitania Savings Bank, FSB",385686,56137,www.lusitaniabank.com,07105,
Thomasville National Bank,,2344753,56205,www.tnbank.com,31792,
"Wilmington Trust, National Association","M&T Bank, National Association",2265456,56206,http://www.wilmingtontrust.com,19801,
"Libertyville Bank & Trust Company, National Association",Libertyville Bank & Trust Company,2339795,56210,www.libertyvillebank.com,60048,
Capitol Bank,,2339599,56211,capitol.bank,53717,
Pan American Bank & Trust,Pan American Bank,2343167,56249,WWW.PANAMERBANK.COM,60160,
Bank of Ann Arbor,,2390929,56263,www.bankofannarbor.com,48104,
People's Bank of Seneca,People's National Bank,2396592,56290,www.peoplesbankofseneca.com,64865,
Bank of Star Valley,,2396604,56293,www.bosv.com,83110,
First United Bank and Trust Company,"First United Bank of Hopkins County, Inc.",2356091,56295,www.efirstunitedbank.com,42431,
Community Banking Company,Community Banking Company of Fitzgerald,553038,56308,www.communitybankingcompany.com,31750,
West Pointe Bank,,2371816,56310,www.westptebank.com,54902,
Eagle Rock Bank,Olmsted National Bank,2391588,56828,www.eaglerock.bank,55901,
Applied Bank,Cross Country Bank,2467670,56851,www.appliedbank.com,19803,
Farmers State Bank,,475354,272,www.farmersebank.com,59875,
Great Plains National Bank,,2482824,56965,https://www.gpbankok.com.,73644,
Platte Valley Bank,Platte Valley National Bank,2465881,56969,www.pvbank.com,69361,
"Morgan Stanley Private Bank, National Association",Dean Witter Trust FSB,2489805,56980,www.etrade.com,10577,
The Citizens Bank of Georgia,The Citizens Bank of Forsyth County,2505451,56988,www.citizbank.com,30040,
Marine Bank & Trust Company,,2587916,56992,www.marinebankandtrust.com,32963,
Wolf River Community Bank,Wolf River Community Savings Bank,2505424,56999,http://wolfriverbank.com,54944,
