NAME,PRIORNAME1,FED_RSS_ID,UNINUM,WEBADDR,ZIP,CHARTER_NUMBER
Spring Valley City Bank,,452841,7680,www.svcb.com,61362,
"Commercial Bank of Texas, National Association",Commercial National Bank in Nacogdoches,885869,828,www.cbtx.com,75961,
The First State Bank of Dongola,,630041,7686,,62926,
Vista Bank,Security Bank,645465,829,www.vistabank.com,75225,
Farmers State Bank,First Farmers State Bank,921936,7691,www.fsbelmwood.com,61529,
Germantown Trust & Savings Bank,Germantown Savings Bank,830748,7695,www.gtsb.com,62230,
Buckley State Bank,,316934,7702,www.buckleystatebank.com,60918,
Citizens Savings Bank,,544447,7706,www.bankingwithcsb.com,52168,
"Cornerstone Capital Bank, SSB",The Roscoe State Bank,2891622,831,www.cornerstonecapital.com,77027,
The Lyndon State Bank,,136655,7711,http://www.lyndonstatebank.com,66451,
The Wilson State Bank,,501655,7712,www.wilsonstatebank.net,67490,
Ford County State Bank,,540850,7713,http://fordcountystatebank.com,67876,
First State Bank,,565143,7718,www.firststatebankky.com,40146,
Elkton Bank & Trust Company,,998648,7723,elktonbankandtrust.com,42220,
The Farmers Bank of Milton,,265340,7724,fbmilton.com,40045,
West Point Bank,West Point National Bank,79042,7727,www.westpointbank.com,40160,
First State Bank,,407168,836,www.fsbtx.com,79081,
Wellington State Bank,,371362,837,www.wellingtonsb.bank,79095,
The Cleveland State Bank,,12142,7749,www.clevelandstatebank.com,38732,
Merchants & Marine Bank,Merchants & Marine Bank of Pascagoula,94139,7751,WWW.MANDMBANK.COM,39567,
"The Citizens Bank of Philadelphia, Mississippi",,29636,7752,www.thecitizensbankphila.com,39350,
Bank of Winona,,800442,7755,www.bankofwinona.com,38967,
Belgrade State Bank,,761244,7756,belgradestatebank.com,63622,
United State Bank,The Lewistown State Bank,659556,7760,http://www.usb1.com,63452,
"First State Bank of St. Charles, Missouri",,345756,7764,www.fsbfinancial.com,63301,
County Bank,Commerce Bank of Brunswick,1016848,7765,countybankonline.com,65236,
The Callaway Bank,,719656,7768,www.callawaybank.com,65251,
FMB Bank,Farmers and Merchants Bank of Wright City,509857,7770,www.fmb-bank.com,63390,
Peoples Bank Co.,Bank of Altenburg,941541,7771,peoplesoa.com,63732,
First Bank,First Missouri Bank and Trust Company of Creve Coeur,169653,7773,WWW.FIRST.BANK,63141,
Peoples Bank,Peoples Bank of Cuba,948250,7774,www.peoplesbk.com,65453,
Bank of Monticello,,937553,7776,www.bankofmonticello.com,63457,
Washington County Bank,,1000052,7781,www.washingtoncountybank.com,68008,
First State Bank,Farnam Bank,488756,7783,www.1ststatebank4me.com,69029,
Commercial Bank,,42457,7785,www.gotocb.net,68961,
First Nebraska Bank,Bank of Valley,576952,7787,www.firstnebraska.bank,68064,
Farmers and Merchants Bank of Long Beach,,871769,840,www.fmb.com,90802,
Southwest Capital Bank,The Las Vegas Savings Bank,206156,7793,www.southwestcapital.com,87104,
Lea County State Bank,Lea County State Bank of Lovington,1015252,7794,www.onlinelcsb.com,88240,
Mechanics & Farmers Bank,,332224,7798,www.mfbonline.com,27701,
First State Bank,,41553,7805,www.fsbanadarko.bank,73005,
Farmers & Merchants Bank,,273859,7806,http://www.fmbok.com,73532,
Cattlemens Bank,Stockmans Bank,284556,7807,www.cattlemensbank.com,73521,
Farmers State Bank,,407850,7814,,57448,
The Cowboy Bank of Texas,First State Bank,370954,7818,www.cowboybank.com,76064,
"SouthStar Bank, S.S.B.",First State Bank,171768,7819,www.southstarbank.com,77975,
Citizens State Bank,,625065,7822,www.citizensbank.net,75979,
Columbus State Bank,,891253,7823,www.columbusstate.com,78934,
The First State Bank,,801654,7830,fsbcolumbus.com,78934,
Chippewa Valley Bank,,779650,7835,www.chippewavalleybank.com,54843,
Bank of Cashton,,458946,7837,www.bankofcashton.bank,54619,
Bank of Mauston,,601443,7839,www.bankofmauston.com,53948,
State Bank of Chilton,,120542,7842,www.statebankofchilton.com,53014,
Community Bank of Cameron,Bank of Cameron,385350,7855,www.communitybankwi.com,54822,
Hustisford State Bank,,467144,7859,https://www.hustisfordstatebank.com,53034,
The First National Bank of Allendale,,990642,7865,www.fnba.bank,62410,
Regions Bank,First Alabama Bank,233031,7866,http://www.regions.com,35203,
Ireland Bank,"J. N. Ireland and Company, Bankers",428462,847,www.ireland-bank.bank,83252,
Fowler State Bank,,433859,7867,www.fowlerstate.bank,81039,
Carrollton Bank,The Carrollton Bank,1001648,7874,www.carrolltonbanking.com,62016,
Jersey State Bank,,482446,7875,www.jerseystatebank.com,62052,
State Bank of Toulon,,535940,7876,www.banksbt.bank,61483,
Williamsville State Bank & Trust,Williamsville State Bank,365848,7878,www.wsbt.net,62693,
Exchange State Bank,,769334,7890,http://www.lanarkbank.com,61046,
La Salle State Bank,,956134,7895,www.elsb.com,61301,
Tri-Valley Bank,Randolph State Bank,404943,7901,www.tri-valleycenters.com,51649,
The Security State Bank,,73956,7905,www.ssbwellington.com,67152,
The Dickinson County Bank,,981350,7908,www.dcbonline.net,67441,
The Baxter State Bank,,1000856,7914,www.baxterstatebank.com,66713,
Renasant Bank,The Peoples Bank and Trust Company,749242,7918,www.renasant.com,38804,
Hancock Whitney Bank,Hancock Bank,463735,7921,www.hancockwhitney.com,39501,
State Bank of Cold Spring,,116358,7923,www.statebankcoldspring.com,56320,
The Citizens Bank of Edina,,699253,7929,http://www.cbofe.com,63537,
First Oklahoma Bank,Glencoe State Bank,75259,7944,www.firstoklahomabank.com,74037,
The Payne County Bank,,455150,7945,www.paynecountybank.com,74059,
Premier Bank National Association,Purdum State Bank,860259,7948,www.premierbankne.com,68118,
Alliance Bank,"Mondovi State Bank of Mondovi, Wisconsin",21658,7959,www.alliancebank.us,54755,
Community First Bank,The State Bank of Rosholt,62147,7960,www.cfbwi.bank,54473,
Partners Bank of Wisconsin,Spencer State Bank,114149,7961,www.partnersbankwi.com,54449,
Ixonia Bank,Ixonia State Bank,529341,7962,www.ixoniabank.com,53036,
Bank Five Nine,First Bank Financial Centre,806846,7965,WWW.BANKFIVENINE.COM,53066,
The Peoples Bank,,712648,7974,www.pbmag.com,71753,
Bank of Calhoun County,,960047,7983,http://www.bankofcalhouncounty.com,62047,
The Hopeton State Bank,Hopeton State Bank,877958,7993,hopetonbank.com,73746,
The Converse County Bank,,72258,7995,www.conversecountybank.com,82633,
Security State Bank,Security State Bank of Basin,955959,7996,https://www.ssbwyo.bank,82410,
The Pueblo Bank and Trust Company,THE Pueblo Bank and Trust Company,106452,7997,www.pbandt.bank,81003,
Farmers and Drovers Bank,,788559,8001,www.farmersanddrovers.com,66846,
City Bank & Trust Co.,,841753,8005,www.mycitybank.com,71457,
Patterson State Bank,,85931,8006,www.pattersonstatebank.com,70392,
The Evangeline Bank and Trust Company,The Evangeline Bank and Trust Co.,372538,8008,www.therealbank.com,70586,
Origin Bank,Community Trust Bank,667757,8010,www.origin.bank,71227,
Legends Bank,Linn State Bank,865151,8012,www.legendsbk.com,65051,
Bank of Washington,,565750,8016,http://www.bankofwashington.com,63090,
The Central Trust Bank,Central Missouri Trust Company,853952,8021,www.centralbank.net,65101,
Cashmere Valley Bank,,574976,860,www.cashmerevalleybank.com,98815,
GreenLeaf Bank,Greenleaf Wayside Bank,675248,8035,http://www.greenleaf.bank,54126,
Citizens Community Bank,"The Citizens' Bank of Pilot Grove, Mo.",578554,8053,www.ccb-online.net,65276,
State Bank,State Bank of Waterloo,266244,8059,www.sbw.bank,62298,
Bridge Community Bank,The Mechanicsville Trust and Savings Bank,882541,8065,www.bridge.bank,52314,
Sicily Island State Bank,,1002458,8068,www.sibank.net,71368,
Bank of Prague,,858452,8078,www.bankofprague1.com,68050,
First State Bank,,513854,8082,www.fsbvalliant.com,74764,
"Farmers State Bank, Allen, Oklahoma",,37659,8083,http://www.fsballen.com,74825,
F&M Bank,Farmers & Merchants Bank,163857,8084,http://www.fmbankok.com,73012,
First United Bank,The First State Bank of Dimmitt,578255,8086,www.firstunited.bank,79027,
Baraboo State Bank,The Baraboo National Bank,24949,8101,http://www.baraboobank.com,53913,
Washington Trust Bank,The Washington Trust Bank,58971,863,www.watrust.com,99201,
Peoples State Bank,,262844,8116,http://www.peoplesfinancial.com,53821,
"Home State Bank, National Association",Home State Bank of Crystal Lake,696430,8117,www.homestateonline.com,60014,
"The Farmers Bank, Frankfort, Indiana",The Farmers Bank,423449,8125,www.thefarmersbank.com,46041,
First State Bank of Porter,,87047,8127,http://www.porterstatebank.com,46304,
First Farmers Bank & Trust Co.,Union State Bank,139843,8129,www.ffbt.com,46919,
Centier Bank,The First Bank of Whiting,783648,8136,www.centier.com,46394,
Farmers State Bank,,840747,8137,www.fsb1879.com,50701,
Denver Savings Bank,,220844,8138,www.bankdsb.com,50622,
Farmers Trust and Savings Bank,,543945,8139,www.farmerstrust.bank,51301,
Swedish-American State Bank,,973252,8145,www.mysasb.com,66939,
Farmers Bank and Trust Company,Farmers Bank & Trust Company,262741,8148,www.farmers247.com,42064,
Katahdin Trust Company,,327305,8151,www.katahdintrust.com,04765,
The Peoples Bank,"Peoples Bank of Kent County, Maryland",750127,8157,www.pbkc.com,21620,
First State Bank of Michigan,First State Bank of Decatur,654047,8162,www.fsbdecatur.com,49045,
Mayville State Bank,The Mayville State Bank,358448,8166,www.mayvillestatebank.com,48744,
Farmers Bank & Trust Company,,12946,867,www.myfarmers.bank,71753,
FNBC Bank,First National Bank of Sharp County,100843,869,www.fnbc.us,72513,
Orange Bank & Trust Company,Orange County Trust Company,176101,8187,www.orangebanktrust.com,10940,
Bank of Richmondville,,767611,8189,www.bankrich.com,12043,
Cattaraugus County Bank,,254504,8191,www.countonccb.com,14755,
Farmers Bank,,325141,871,www.gofarmersbank.com,72936,
The Union Bank Company,,780218,8196,www.theubank.com,45830,
The Richwood Banking Company,,150727,8201,www.richwoodbank.com,43344,
The Corn City State Bank,,560214,8203,www.corncitystatebank.com,43516,
Civista Bank,The Citizens Banking Company,542528,8205,www.civistabank.com,44870,
Elderton State Bank,,282824,8207,www.eldertonbank.com,15736,
Evolve Bank & Trust,First State Bank,592448,874,www.getevolved.com,72301,
Ennis State Bank,,435059,8215,www.ennisstatebank.com,75119,
The Pecos County State Bank,,396954,8217,WWW.PCSBANK.NET,79735,
First Community Bank,"First Community Bank, Inc.",2353595,8220,www.firstcommunitybank.com,24605,
Miners & Merchants Bank,,913436,8225,https://www.minersandmerchantsbank.com,26292,
First Exchange Bank,,170332,8227,www.firstexchangebank.com,26554,
Farmers Savings Bank,,205346,8231,WWW.FARMERSSAVINGS.COM,53565,
Oakwood Bank,Pigeon Falls State Bank,37051,8236,www.oakwoodbank.net,54760,
Citizens First Bank,Citizens State Bank,716954,8238,http://www.citizensfirstbank.net,54665,
The Farmers State Bank of Waupaca,,879747,8239,www.fsbwaupaca.com,54981,
"Park Bank, National Association",Park Bank,518354,8251,www.parkbank.bank,54636,
Citizens Bank,Citizens Bank of Mukwonago,783844,8252,www.citizensbankwi.bank,53149,
Hiawatha National Bank,,505550,8254,www.hnbank.com,54014,
Kennebunk Savings Bank,,247908,8258,www.kennebunksavings.com,04043,
Community Bank and Trust,Bank of Neosho,957757,8261,www.cbthomebank.com,64850,
Town & Country Bank,Dent County Bank,487357,8262,www.tcbanks.com,65560,
First Western Bank,Citizens Bank,34742,8272,http://www.fwbank.com,72927,
Seacoast National Bank,Citizens Bank of Stuart,34537,99,www.seacoastbank.com,34994,
Lake City Bank,,874845,8287,www.lakecitybank.com,46580,
"Citizens State Bank of New Castle, Indiana",,1000641,8290,www.mycsbin.com,47362,
Jackson County Bank,The Jackson County Loan and Trust Company,884442,8291,jcbank.com,47274,
Hendricks County Bank and Trust Company,Brownsburg State Bank,633640,8293,www.hendrickscountybank.com,46112,
Owen County State Bank,,38740,8294,www.ocsbank.com,47460,
Peoples Trust and Savings Bank,,67142,8295,www.peoplestrust.bank,47601,
The Friendship State Bank,,427241,8304,www.friendshipstatebank.com,47021,
Bank of Clarkson,,720344,8330,WWW.BANKOFCLARKSON.COM,42726,
First Community Bank,The Emmet County State Bank,932745,8339,www.firstcb.com,49740,
Union State Bank of Hazen,,855956,8350,www.betterstate.com,58545,
Peoples State Bank,,238250,8351,,58793,
Cornerstone Bank,Citizens State Bank,879457,8352,www.cornerstone.bank,58104,
The Fort Jennings State Bank,,830113,8357,www.fjsb.com,45844,
The Savings Bank,The Circleville Savings and Banking Company,578116,8361,www.thesavingsbankohio.bank,43113,
The Peoples Bank Co.,The Peoples Bank Company,702911,8362,www.pbc.bank,45828,
Farmers & Merchants State Bank,,79145,8377,www.FandMStBk.com,53594,
The State Savings Bank of Manistique,,259956,8382,www.statesavingsbank.com,49854,
Chambers State Bank,,416357,8384,"www,chambersbank.com",68725,
Midwest Bank,Cones State Bank,669555,8387,www.midwest.bank,68767,
Bank of Luxemburg,,580548,8390,www.bankofluxemburg.com,54217,
Bank of Commerce,Bank of Chelsea,152057,8398,www.bankboc.com,74016,
Solvay Bank,,722816,8406,www.solvaybank.com,13209,
Bank of England,,244149,8411,www.bankofengland-ar.com,72046,
The New Washington State Bank,,305442,8413,www.newwashbank.com,47162,
Farmers & Merchants Bank of Central California,Farmers & Merchants Bank of Lodi,808260,878,www.fmbonline.com,95240,
The State Bank and Trust Company,The State Bank of Defiance Company,614313,8414,www.yourstatebank.com,43512,
The Croghan Colonial Bank,The Croghan Bank and Savings Company,362717,8416,https://www.croghan.com,43420,
Exchange Bank and Trust Company,"The Exchange Bank of Perry, Okla.",456755,8421,www.easybanking.net,73077,
Northeast Missouri State Bank,Schuyler County State Bank,651158,8431,www.northeastmissouristatebank.com,63501,
Farmers and Merchants State Bank of Springfield,,770451,8432,https://www.fmb-ebank.com,56087,
Bank of Utica,,254317,8439,http://www.bankofutica.com,13502,
Farmers State Bank,,875057,8443,www.fsbctx.bank,75935,
Farmers and Merchants Bank,,257653,8448,fmbankarnett.com,73832,
Oklahoma State Bank,,324256,8449,www.osbbuffalo.com,73834,
Union Bank and Trust Company,Union Bank,450856,8451,www.ubt.com,68506,
Wadena State Bank,,210256,8455,www.wadenastatebank.com,56482,
Integrity Bank,The Fowler State Bank,843953,8469,www.integrityks.bank,67844,
Royal Bank,Bank of Elroy,532042,8470,http://www.royalbank-usa.com,53929,
The State Exchange Bank,,354851,8473,www.stateexchangebank.com,74643,
Fleetwood Bank,The First National Bank in Fleetwood,551016,8478,https://fleetwoodbank.com,19522,
Bank of Sun Prairie,,124344,8481,http://www.bankofsunprairie.com,53590,
State Bank of Nauvoo,,783349,8491,www.statebankofnauvoo.com,62354,
First-Lockhart National Bank,,631150,8504,http://www.firstlockhart.com,78644,
POINTWEST BANK,West Bank & Trust,292467,8505,http://www.pointwestbank.com,76691,
Bank of Mead,,175458,8513,WWW.BANKOFMEAD.COM,68041,
Corydon State Bank,,837046,8515,,50060,
Dayspring Bank,First State Bank,151957,8518,dayspring.bank,69138,
First State Bank,,114840,8523,www.fsbmybank.com,72802,
Peoples Bank and Trust Company,Peoples State Bank,153353,891,http://www.peoples.bank,67460,
Pine Country Bank,Royalton State Bank,761459,8530,http://www.pinecountrybank.com,56345,
United Community Bank,Dickinson County Savings Bank,884648,8534,www.unitedcommunitybank.com,51351,
"Farmers and Merchants State Bank, Bloomfield, Nebraska",,411651,8539,www.fandmstatebank.com,68718,
Brunswick State Bank,,413758,8558,www.brunswickstatebank.com,68720,
Nebraska State Bank,,70955,8562,,68719,
Greenville National Bank,,295011,8566,www.bankgnb.bank,45331,
The Libertyville Savings Bank,,857745,8570,www.lsbia.bank,52556,
The State Bank,State Bank of Terril,550448,8573,www.statebankspiritlake.com,51360,
The Middlefield Banking Company,,177920,8574,www.middlefieldbank.bank,44062,
Prescott State Bank,,469250,8581,HTTPS://ONLINEBANKING.PRESCOTTSTATEBANK.COM,66767,
BOM Bank,Bank of Montgomery,684455,898,www.bofm.com,71457,
Savings Bank,Primghar Savings Bank,588348,8586,www.savingsbankia.com,51245,
Maynard Savings Bank,The Maynard Savings Bank,1009840,8587,www.maynardsavingsbank.com,50655,
Farmers & Merchants Bank & Trust,Farmers and Merchants Savings Bank,888141,8588,www.fmbanktrust.bank,52601,
The Bank of Commerce,,103134,899,http://WWW.BKOFCOMMERCE.COM,70788,
The Upstate National Bank,The First National Bank of Lisbon,313009,8596,www.upstatebank.com,13669,
Blue Grass Savings Bank,,794345,8601,www.bluegrassbank.com,52726,
Citizens Bank & Trust Company,,357937,901,www.citizensbankandtrust.com,70764,
Benton County State Bank,,824242,8612,http://www.bentoncountystatebank.com,52209,
Farmers State Bank,,105530,8613,www.fsbankmctn.com,37683,
"Northern Interstate Bank, N. A.",The First National Bank of Norway,289056,8618,www.banknib.com,49870,
"Concordia Bank of Concordia, Missouri",,164957,8620,www.concordia-bank.com,64020,
McIntosh County Bank,Farmers State Bank,720858,8624,www.makeitmcb.com,58413,
First National Bank in Fredonia,The Wilson County Bank,844455,8627,www.fnbfredonia.com,66736,
Feliciana Bank & Trust Company,Bank of Norwood,879439,904,www.felicianabank.com,70722,
